2,1348160009
2,1375953615
2,1394507587
2,1396659139
2,1398280972
2,1416056602
2,1444171551
2,1458543625
2,1530145449
2,1558693288
2,1568369442
2,1579397681
2,1617689898
2,1624327520
2,1649639936
2,1651127638
2,1667680155
2,1668618053
2,1693383325
2,1696212383
2,1696213147
2,1699130129
2,1722139067
2,1722139251
2,1726452468
2,1726653428
2,1746151422
2,1746154239
2,1758983604
2,1766051629
2,1771420148
2,1783319582
2,1785377650
2,1792839759
2,1794201758
2,1818660947
2,1826036469
2,1826937784
2,1832133572
2,1832134454
2,1839501015
2,1848465833
2,1887661541
2,1897591149
2,1898204389
2,1901362369
2,1903613608
2,1903813180
2,1910527630
2,1919873061
2,1919873699
2,1939304108
2,1953193451
2,1953194144
2,1956736571
2,1970437345
2,1971551838
2,2020236452
2,2020237496
2,2022839492
2,2036163620
2,2044085518
2,2044130464
2,2047222179
2,2080893729
2,2081953927
2,-2140966778
2,-2140966303
2,-2140965889
2,-2118053350
2,-2113993582
2,-2100377079
2,-2100375660
2,-2100375574
2,-2094442852
2,-2087998738
2,-2077410334
2,-2070041103
2,-2063210032
2,-2053609363
2,-2053608431
2,-2042360284
2,-2025131929
2,-2021728074
2,-2009148532
2,-2007290980
2,-2006682203
2,-1996124602
2,-1991252858
2,-1990261682
2,-1988359591
2,-1987824732
2,-1985613326
2,-1969956421
2,-1965650758
2,-1965649293
2,-1964333583
2,-1950145954
2,-1950143714
2,-1942411425
2,-1942409896
2,-1942038389
2,-1918537351
2,-1909529558
2,-1906505237
2,-1902730558
2,-1900733758
2,-1894409539
2,-1893003001
2,-1887253521
2,-1886687285
2,-1834999614
2,-1819453120
2,-1781541264
2,-1757544277
2,-1740144125
2,-1740143003
2,-1705283762
2,-1679801021
2,-1671721431
2,-1646894337
2,-1646894136
2,-1641488861
2,-1639891016
2,-1639890913
2,-1639538382
2,-1635720779
2,-1604409703
2,-1604233352
2,-1571310506
2,-1567393412
2,-1531061669
2,-1523775776
2,-1523775097
2,-1523148215
2,-1519814514
2,-1494185408
2,-1490162706
2,-1486500037
2,-1486499357
2,-1478283148
2,-1478249669
2,-1478249489
2,-1466715501
2,-1443861155
2,-1443694403
2,-1439584410
2,-1437207226
2,-1429393934
2,-1429393741
2,-1429393625
2,-1429393383
2,-1415112832
2,-1392736434
2,-1392256348
2,-1392255547
2,-1384176316
2,-1380607537
2,-1380464603
2,-1379466279
2,-1360204337
2,-1359666036
2,-1345373062
2,-1345371766
2,-1344722756
2,-1344721238
2,-1313954794
2,-1313411414
2,-1313408991
2,-1295229662
2,-1282645240
2,-1281348709
2,-1271484842
2,-1259578835
2,-1254280247
2,-1247702578
2,-1246352529
2,-1238447162
2,-1233976969
2,-1222262123
2,-1203306943
2,-1202874979
2,-1196561860
2,-1185804731
2,-1178192382
2,-1135570713
2,-1079675278
2,-1074693869
2,-1069048226
2,-1047908321
2,-1044947563
2,-1040547759
2,-1016903442
2,-998538034
2,-992721813
2,-990416498
2,-983476895
2,-964331476
2,-960328185
2,-948153588
2,-946713957
2,-936369381
2,-923362666
2,-923362114
2,-918536229
2,-917115787
2,-915000699
2,-906935051
2,-902801782
2,-902800153
2,-902206917
2,-884617275
2,-883104787
2,-883103258
2,-882670707
2,-882667831
2,-882666940
2,-856918680
2,-856764827
2,-856756660
2,-852074742
2,-816033017
2,-805355911
2,-805354787
2,-795495446
2,-792843033
2,-792721001
2,-766454888
2,-766454271
2,-764196263
2,-762798902
2,-751603138
2,-750238746
2,-749575867
2,-749516556
2,-728174278
2,-723994745
2,-723992726
2,-719759740
2,-701897172
2,-679768723
2,-677619524
2,-676453263
2,-676451630
2,-659088888
2,-642564232
2,-639578274
2,-629751150
2,-629750081
2,-629218568
2,-588285398
2,-575962839
2,-573570981
2,-565878753
2,-558959948
2,-548776491
2,-543169815
2,-543169044
2,-538625668
2,-538516709
2,-528439168
2,-528438981
2,-485933270
2,-477526242
2,-477525982
2,-473319089
2,-461183165
2,-437541643
2,-429963254
2,-424295666
2,-386200644
2,-368218127
2,-348562085
2,-337620717
2,-324115642
2,-309536533
2,-307507004
2,-292866752
2,-264137041
2,-243389966
2,-231564619
2,-226241218
2,-219021895
2,-212019979
2,-207411145
2,-205504246
2,-203198380
2,-192080248
2,-174377128
2,-156521275
2,-134645406
2,-132580802
2,-127486936
2,-126694568
2,-123408546
2,-115858790
2,-110786603
2,-90206006
2,-90205743
2,-87242295
2,-86218033
2,-86217354
2,-86216282
2,-86216164
2,-86216091
2,-82711107
2,-69463271
2,-69461680
2,-67185058
2,-55152695
2,-45969051
2,-41095508
2,-41092982
2,-36084569
2,-36083040
2,-27120361
2,-23691167
2,-12523819
2,-7407635
2,5429222
2,5429532
2,25332554
2,37294006
2,37856920
2,37974683
2,52646554
2,56089966
2,56430517
2,57507798
2,57509097
2,114164463
2,127190013
2,168422042
2,169282195
2,174525317
2,179215849
2,179216892
2,189989597
2,203872829
2,226494135
2,231029909
2,234062418
2,234188222
2,234188760
2,235100718
2,245570350
2,257281076
2,273935840
2,302458310
2,303297130
2,303479523
2,311370148
2,311662717
2,317444386
2,321749823
2,323774022
2,415737783
2,433701168
2,444601445
2,453515120
2,453516946
2,516539923
2,519668778
2,521439596
2,525100555
2,526958168
2,526959536
2,534645825
2,573454314
2,582448121
2,584910451
2,592561999
2,645549752
2,649297659
2,668971860
2,668972832
2,668972921
2,668974455
2,695660193
2,709013746
2,718251486
2,720909454
2,745457753
2,745458167
2,745458456
2,747670482
2,771621482
2,778877745
2,782557748
2,782557848
2,782558382
2,787040147
2,790938875
2,790939977
2,791778338
2,793893999
2,803437881
2,803440654
2,850424031
2,862840094
2,871907800
2,872160391
2,876032431
2,878483422
2,918419094
2,954512288
2,956881806
2,967985988
2,978669899
2,978670291
2,979093306
2,979093946
2,981068357
2,988317683
2,994902903
2,1001234023
2,1004103684
2,1004104782
2,1010498806
2,1015867878
2,1024559997
2,1026584444
2,1064727045
2,1086455435
2,1096053498
2,1102689712
2,1106725374
2,1145506876
2,1155882101
2,1169126618
2,1170055303
2,1176818123
2,1176927186
2,1183440277
2,1183441752
2,1183674646
2,1199268769
2,1203562432
2,1205264852
2,1205266666
2,1268789220
2,1274026229
2,1275577024
2,1279572449
2,1279605184
2,1295885181
2,1306521665
2,1312177462
2,1315246162
2,1321956179
2,1351020065
2,1355521953
2,1357676794
2,1361689648
2,1367673234
2,1369248847
2,1369249487
2,1370776092
2,1380225854
2,1395865568
2,1398785081
2,1419859194
2,1440095727
2,1441035258
2,1448313817
2,1457118985
2,1465644966
2,1480908659
2,1483060126
2,1486829420
2,1493953320
2,1500835692
2,1506417446
2,1522838543
2,1526352676
2,1529509679
2,1542913669
2,1548095761
2,1553648325
2,1558299795
2,1560844488
2,1561405900
2,1574320044
2,1612249883
2,1621587272
2,1627864646
2,1662513607
2,1665207971
2,1668873946
2,1669008350
2,1670628165
2,1679611683
2,1684940812
2,1686240481
2,1691269184
2,1694648033
2,1694648911
2,1699802321
2,1700756374
2,1704328151
2,1709484664
2,1746219762
2,1746219900
2,1750568862
2,1751133153
2,1777281347
2,1782768673
2,1782768866
2,1795892373
2,1798989447
2,1813306047
2,1833850830
2,1834960703
2,1847099602
2,1859611447
2,1859612167
2,1860331663
2,1860332325
2,1864808259
2,1867563055
2,1886482294
2,1897275766
2,1900527299
2,1902385840
2,1911604124
2,1911605423
2,1918183314
2,1930162736
2,1937190733
2,1950481684
2,1950481875
2,1958995681
2,1959394606
2,1967777327
2,1973998493
2,1974011813
2,1981449060
2,1983635541
2,1985859069
2,1997048141
2,1997506549
2,2006202521
2,2051425348
2,2062201214
2,2070226866
2,2073429064
2,2107729536
2,-2143775392
2,-2130769015
2,-2127018230
2,-2102386181
2,-2093746325
2,-2082126039
2,-2050585134
2,-2043094785
2,-2043093570
2,-2008310356
2,-2001991472
2,-1982624040
2,-1971090949
2,-1961801911
2,-1959317933
2,-1947287990
2,-1947287211
2,-1911916546
2,-1907793412
2,-1907486776
2,-1894800755
2,-1894323976
2,-1890459184
2,-1890459005
2,-1890458096
2,-1887452316
2,-1885531471
2,-1881841802
2,-1881841654
2,-1880011111
2,-1869267732
2,-1862291977
2,-1857216574
2,-1849777634
2,-1836010406
2,-1832580362
2,-1829457818
2,-1826723038
2,-1826368110
2,-1822075704
2,-1816642623
2,-1797281919
2,-1777367798
2,-1765203161
2,-1746603737
2,-1740533471
2,-1736368968
2,-1693774443
2,-1682535901
2,-1671649627
2,-1671355966
2,-1643117206
2,-1608372366
